0.000,0.000,1.937,0.000,23.469,0.000,63.881,0.000,89.287

lap,curlap_eval,alllaps_eval,curlap_localexpansion,alllaps_localexpansion,curlap_plan,alllaps_plan,curlap_total,alllaps_total
1.000,0.086,2.023,5.223,28.692,0.050,63.931,5.358,94.645

2.000,0.006,2.029,0.000,28.692,0.209,64.140,0.215,94.860

3.000,0.003,2.032,0.000,28.692,0.136,64.275,0.138,94.999

4.000,0.002,2.034,0.000,28.692,0.128,64.403,0.130,95.129

5.000,0.003,2.037,0.000,28.692,0.128,64.531,0.131,95.260

6.000,0.002,2.039,0.000,28.692,0.126,64.657,0.128,95.388

7.000,0.005,2.044,0.000,28.692,0.124,64.781,0.129,95.517

8.000,0.002,2.047,0.000,28.692,0.129,64.909,0.131,95.648

9.000,0.004,2.051,0.000,28.692,0.124,65.033,0.128,95.776

10.000,0.002,2.053,0.000,28.692,0.117,65.150,0.119,95.895

11.000,0.003,2.055,0.000,28.692,0.120,65.270,0.123,96.017

12.000,0.002,2.057,0.000,28.692,0.119,65.390,0.122,96.139

13.000,0.002,2.060,0.000,28.692,0.121,65.511,0.123,96.262

14.000,0.004,2.064,0.000,28.692,0.134,65.645,0.138,96.400

15.000,0.002,2.066,0.000,28.692,0.121,65.766,0.123,96.523

16.000,0.002,2.068,0.000,28.692,0.125,65.890,0.127,96.651

17.000,0.002,2.071,0.000,28.692,0.127,66.017,0.129,96.780

18.000,0.002,2.073,0.000,28.692,0.128,66.145,0.130,96.910

19.000,0.003,2.076,0.000,28.692,0.146,66.291,0.149,97.059

20.000,0.002,2.078,0.000,28.692,0.132,66.422,0.134,97.192

21.000,0.002,2.080,0.000,28.692,0.126,66.548,0.128,97.320

22.000,0.003,2.083,0.000,28.692,0.131,66.679,0.134,97.454

23.000,0.002,2.085,0.000,28.692,0.120,66.799,0.122,97.576

24.000,0.002,2.087,0.000,28.692,0.121,66.920,0.123,97.698

25.000,0.002,2.089,0.000,28.692,0.121,67.040,0.123,97.821

26.000,0.003,2.092,0.000,28.692,0.120,67.161,0.123,97.945

27.000,0.004,2.096,0.000,28.692,0.126,67.287,0.130,98.074

28.000,0.002,2.098,0.000,28.692,0.122,67.409,0.124,98.199

29.000,0.002,2.100,0.000,28.692,0.118,67.526,0.119,98.318

30.000,0.002,2.102,0.000,28.692,0.124,67.650,0.126,98.444

31.000,0.002,2.104,0.000,28.692,0.126,67.776,0.128,98.572

32.000,0.002,2.106,0.000,28.692,0.119,67.895,0.121,98.693

33.000,0.002,2.108,0.000,28.692,0.119,68.014,0.121,98.814

34.000,0.003,2.111,0.000,28.692,0.128,68.142,0.131,98.945

35.000,0.003,2.114,0.000,28.692,0.130,68.272,0.133,99.078

36.000,0.002,2.117,0.000,28.692,0.125,68.397,0.128,99.206

37.000,0.002,2.119,0.000,28.692,0.123,68.520,0.125,99.331

38.000,0.002,2.121,0.000,28.692,0.127,68.648,0.130,99.461

39.000,0.002,2.123,0.000,28.692,0.126,68.773,0.128,99.588

40.000,0.002,2.125,0.000,28.692,0.120,68.894,0.122,99.711

41.000,0.002,2.127,0.000,28.692,0.121,69.015,0.123,99.834

42.000,0.005,2.132,0.000,28.692,0.122,69.137,0.127,99.961

43.000,0.005,2.137,0.000,28.692,0.123,69.260,0.128,100.089

44.000,0.005,2.142,0.000,28.692,0.123,69.383,0.128,100.217

45.000,0.003,2.145,0.000,28.692,0.121,69.503,0.124,100.341

46.000,0.005,2.150,0.000,28.692,0.128,69.632,0.133,100.474

47.000,0.003,2.153,0.000,28.692,0.124,69.755,0.126,100.600

48.000,0.003,2.156,0.000,28.692,0.135,69.890,0.138,100.738

49.000,0.005,2.161,0.000,28.692,0.127,70.017,0.132,100.870

50.000,0.002,2.163,0.000,28.692,0.132,70.149,0.134,101.004

51.000,0.005,2.168,0.000,28.692,0.125,70.274,0.130,101.134

52.000,0.005,2.173,0.000,28.692,0.134,70.408,0.139,101.273

53.000,0.006,2.179,0.000,28.692,0.127,70.535,0.133,101.406

54.000,0.005,2.184,0.000,28.692,0.138,70.673,0.144,101.549

55.000,0.005,2.189,0.000,28.692,0.132,70.806,0.137,101.686

56.000,0.006,2.194,0.000,28.692,0.124,70.930,0.130,101.816

57.000,0.002,2.197,0.000,28.692,0.121,71.051,0.123,101.939

58.000,0.005,2.202,0.000,28.692,0.124,71.175,0.129,102.068

59.000,0.005,2.206,0.000,28.692,0.124,71.298,0.129,102.197

60.000,0.006,2.212,0.000,28.692,0.120,71.419,0.126,102.323

61.000,0.005,2.217,0.000,28.692,0.128,71.547,0.133,102.455

62.000,0.005,2.222,0.000,28.692,0.122,71.669,0.127,102.583

63.000,0.004,2.226,0.000,28.692,0.122,71.791,0.126,102.709

64.000,0.006,2.232,0.000,28.692,0.126,71.917,0.132,102.841

65.000,0.005,2.237,0.000,28.692,0.122,72.039,0.127,102.968

66.000,0.005,2.242,0.000,28.692,0.121,72.160,0.126,103.094

67.000,0.005,2.247,0.000,28.692,0.123,72.283,0.128,103.222

68.000,0.005,2.252,0.000,28.692,0.135,72.418,0.140,103.362

69.000,0.002,2.254,0.000,28.692,0.122,72.539,0.124,103.485

70.000,0.005,2.259,0.000,28.692,0.127,72.667,0.132,103.618

71.000,0.002,2.261,0.000,28.692,0.119,72.785,0.121,103.738

72.000,0.007,2.268,0.000,28.692,0.142,72.928,0.149,103.887

73.000,0.004,2.272,0.000,28.692,0.130,73.058,0.135,104.022

74.000,0.005,2.277,0.000,28.692,0.133,73.191,0.138,104.160

75.000,0.005,2.282,0.000,28.692,0.132,73.323,0.136,104.296

76.000,0.004,2.286,0.000,28.692,0.118,73.441,0.122,104.418

77.000,0.005,2.291,0.000,28.692,0.124,73.565,0.129,104.547

78.000,0.003,2.294,0.000,28.692,0.122,73.687,0.125,104.672

79.000,0.005,2.299,0.000,28.692,0.124,73.810,0.129,104.801

80.000,0.005,2.304,0.000,28.692,0.126,73.936,0.131,104.932

81.000,0.005,2.309,0.000,28.692,0.124,74.060,0.129,105.061

82.000,0.005,2.314,0.000,28.692,0.124,74.184,0.129,105.191

83.000,0.005,2.320,0.000,28.692,0.124,74.308,0.129,105.320

84.000,0.002,2.322,0.000,28.692,0.120,74.428,0.122,105.442

85.000,0.005,2.327,0.000,28.692,0.127,74.555,0.133,105.574

86.000,0.010,2.337,0.000,28.692,0.136,74.692,0.146,105.720

87.000,0.005,2.342,0.000,28.692,0.125,74.817,0.131,105.851

88.000,0.005,2.347,0.000,28.692,0.133,74.950,0.139,105.989

89.000,0.004,2.351,0.000,28.692,0.121,75.071,0.124,106.114

90.000,0.006,2.357,0.000,28.692,0.132,75.203,0.138,106.252

91.000,0.007,2.364,0.000,28.692,0.129,75.332,0.136,106.387

92.000,0.005,2.368,0.000,28.692,0.135,75.467,0.140,106.527

93.000,0.006,2.374,0.000,28.692,0.136,75.603,0.142,106.669

94.000,0.007,2.381,0.000,28.692,0.130,75.733,0.136,106.805

95.000,0.006,2.386,0.000,28.692,0.137,75.869,0.143,106.948

96.000,0.005,2.391,0.000,28.692,0.132,76.002,0.137,107.084

97.000,0.002,2.394,0.000,28.692,0.119,76.120,0.121,107.205

98.000,0.005,2.399,0.000,28.692,0.134,76.254,0.139,107.345

99.000,0.003,2.401,0.000,28.692,0.123,76.377,0.126,107.470

100.000,0.001,2.402,0.000,28.692,0.001,76.378,0.002,107.472

